license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-104371,Restaurant 4371,American,Downtown,Dubai,7,14,0,1,1,1,5,22-06-2025
DM-104372,Restaurant 4372,Lebanese,Marina,Dubai,7,0,0,1,0,0,2,10-05-2024
DM-104373,Restaurant 4373,Thai,Silicon Oasis,Dubai,10,11,8,0,1,1,4,05-03-2024
DM-104374,Restaurant 4374,Pakistani,DIFC,Dubai,2,5,3,0,0,0,3,22-09-2023
DM-104375,Restaurant 4375,Pakistani,Business Bay,Dubai,5,11,10,1,0,0,1,26-05-2024
DM-104376,Restaurant 4376,Japanese,JLT,Dubai,10,13,3,0,1,1,2,17-05-2024
DM-104377,Restaurant 4377,Indian,Business Bay,Dubai,10,15,8,0,1,1,4,11-03-2024
DM-104378,Restaurant 4378,Italian,DIFC,Dubai,3,2,0,0,1,1,1,10-11-2023
DM-104379,Restaurant 4379,Persian,Bur Dubai,Dubai,9,13,2,1,1,1,2,25-12-2023
DM-104380,Restaurant 4380,Persian,Al Barsha,Dubai,4,5,4,1,2,1,4,30-12-2024
DM-104381,Restaurant 4381,American,Al Barsha,Dubai,4,0,0,1,1,1,3,10-04-2024
DM-104382,Restaurant 4382,Indian,Bur Dubai,Dubai,11,8,8,1,0,0,5,10-09-2024
DM-104383,Restaurant 4383,Japanese,Deira,Dubai,9,11,1,1,2,1,4,02-07-2024
DM-104384,Restaurant 4384,Chinese,Downtown,Dubai,6,2,1,1,1,1,2,14-02-2024
DM-104385,Restaurant 4385,Filipino,JLT,Dubai,6,8,5,0,1,1,2,28-07-2024
DM-104386,Restaurant 4386,American,Jumeirah,Dubai,10,12,8,0,0,0,2,01-01-2026
DM-104387,Restaurant 4387,Chinese,Silicon Oasis,Dubai,9,7,1,1,1,1,4,12-08-2023
DM-104388,Restaurant 4388,Mexican,Downtown,Dubai,9,12,0,1,2,1,1,24-11-2024
DM-104389,Restaurant 4389,Arabic,JLT,Dubai,3,15,5,0,1,1,2,12-07-2023
DM-104390,Restaurant 4390,Korean,JLT,Dubai,5,13,13,0,1,1,3,14-02-2026
DM-104391,Restaurant 4391,Turkish,Marina,Dubai,9,15,9,1,0,0,3,01-03-2024
DM-104392,Restaurant 4392,Lebanese,Marina,Dubai,5,4,1,1,2,1,1,28-01-2023
DM-104393,Restaurant 4393,Pakistani,Downtown,Dubai,4,10,7,0,1,1,1,15-08-2023
DM-104394,Restaurant 4394,Pakistani,JLT,Dubai,12,14,0,0,1,1,1,28-07-2023
DM-104395,Restaurant 4395,Persian,Marina,Dubai,6,12,7,0,1,1,4,22-03-2023
DM-104396,Restaurant 4396,Italian,Downtown,Dubai,11,12,12,0,0,0,2,28-07-2025
DM-104397,Restaurant 4397,French,Deira,Dubai,1,1,0,0,0,0,5,18-02-2025
DM-104398,Restaurant 4398,Italian,Bur Dubai,Dubai,7,7,7,1,2,1,1,22-10-2025
DM-104399,Restaurant 4399,Mexican,Deira,Dubai,9,1,0,0,1,1,3,09-12-2024
DM-104400,Restaurant 4400,Pakistani,Silicon Oasis,Dubai,10,11,4,0,0,0,2,22-05-2023
DM-104401,Restaurant 4401,Italian,JLT,Dubai,4,7,3,0,0,0,5,03-04-2025
DM-104402,Restaurant 4402,Filipino,Bur Dubai,Dubai,9,12,3,1,0,0,4,02-02-2025
DM-104403,Restaurant 4403,Italian,DIFC,Dubai,3,6,1,0,1,1,1,10-04-2023
DM-104404,Restaurant 4404,Pakistani,Jumeirah,Dubai,11,2,1,0,1,1,4,24-10-2024
DM-104405,Restaurant 4405,Pakistani,JLT,Dubai,7,0,0,0,1,1,3,29-12-2025
DM-104406,Restaurant 4406,Indian,Business Bay,Dubai,12,4,2,0,0,0,1,25-09-2024
DM-104407,Restaurant 4407,French,Jumeirah,Dubai,5,10,10,1,0,0,4,13-01-2024
DM-104408,Restaurant 4408,American,DIFC,Dubai,8,0,0,1,1,1,5,26-07-2023
DM-104409,Restaurant 4409,Indian,Marina,Dubai,10,1,1,0,0,0,1,15-01-2026
DM-104410,Restaurant 4410,Thai,Downtown,Dubai,7,5,0,1,2,1,3,19-11-2025
DM-104411,Restaurant 4411,Persian,Business Bay,Dubai,12,1,0,0,1,1,2,27-06-2024
DM-104412,Restaurant 4412,Persian,Business Bay,Dubai,7,8,4,1,1,1,5,23-06-2025
DM-104413,Restaurant 4413,French,DIFC,Dubai,12,0,0,0,0,0,1,23-01-2026
DM-104414,Restaurant 4414,Thai,Deira,Dubai,8,2,2,1,0,0,3,10-06-2025
DM-104415,Restaurant 4415,Turkish,JLT,Dubai,6,8,8,0,1,1,5,17-01-2024
DM-104416,Restaurant 4416,Pakistani,Deira,Dubai,9,2,2,1,2,1,2,20-07-2024
DM-104417,Restaurant 4417,Turkish,DIFC,Dubai,6,3,3,1,1,1,1,11-08-2023
DM-104418,Restaurant 4418,Pakistani,Business Bay,Dubai,8,15,7,0,0,0,1,04-01-2025
DM-104419,Restaurant 4419,Lebanese,Deira,Dubai,9,12,7,0,0,0,2,13-01-2026
DM-104420,Restaurant 4420,Turkish,Al Barsha,Dubai,8,8,8,0,0,0,3,19-06-2025
DM-104421,Restaurant 4421,Indian,Al Barsha,Dubai,4,5,5,0,1,1,1,23-01-2023
DM-104422,Restaurant 4422,Thai,Bur Dubai,Dubai,1,8,1,0,1,1,3,06-05-2023
DM-104423,Restaurant 4423,Arabic,Bur Dubai,Dubai,8,4,2,1,2,1,4,12-01-2026
DM-104424,Restaurant 4424,Lebanese,Bur Dubai,Dubai,6,8,0,0,1,1,4,19-12-2024
DM-104425,Restaurant 4425,Arabic,Silicon Oasis,Dubai,8,5,0,1,1,1,2,10-12-2024
DM-104426,Restaurant 4426,Turkish,Bur Dubai,Dubai,5,9,0,0,1,1,4,03-06-2024
DM-104427,Restaurant 4427,Italian,Downtown,Dubai,7,4,2,0,1,1,1,28-03-2024
DM-104428,Restaurant 4428,Thai,JLT,Dubai,12,2,1,0,1,1,3,26-04-2023
DM-104429,Restaurant 4429,Chinese,Marina,Dubai,2,4,1,0,0,0,5,09-08-2024
DM-104430,Restaurant 4430,Indian,Marina,Dubai,1,8,4,0,0,0,4,22-01-2026
DM-104431,Restaurant 4431,Arabic,Deira,Dubai,3,5,4,0,0,0,5,24-02-2024
DM-104432,Restaurant 4432,Turkish,Silicon Oasis,Dubai,3,1,1,0,0,0,1,23-09-2024
DM-104433,Restaurant 4433,French,DIFC,Dubai,6,8,7,0,1,1,5,09-10-2023
DM-104434,Restaurant 4434,American,Downtown,Dubai,7,0,0,0,0,0,2,04-02-2023
DM-104435,Restaurant 4435,Thai,DIFC,Dubai,4,5,3,1,1,1,1,10-04-2024
DM-104436,Restaurant 4436,Filipino,Deira,Dubai,5,4,2,1,2,1,3,01-04-2025
DM-104437,Restaurant 4437,Chinese,Jumeirah,Dubai,2,9,4,0,1,1,5,07-12-2025
DM-104438,Restaurant 4438,Korean,Business Bay,Dubai,8,1,0,0,1,1,1,01-01-2023
DM-104439,Restaurant 4439,Chinese,Deira,Dubai,9,4,1,0,0,0,5,30-06-2023
DM-104440,Restaurant 4440,French,DIFC,Dubai,8,3,2,1,2,1,1,11-04-2023
DM-104441,Restaurant 4441,Pakistani,JLT,Dubai,7,2,2,0,1,1,1,05-05-2025
DM-104442,Restaurant 4442,Arabic,Downtown,Dubai,8,5,5,1,1,1,2,11-01-2025
DM-104443,Restaurant 4443,Korean,DIFC,Dubai,11,5,0,0,0,0,1,11-01-2026
DM-104444,Restaurant 4444,Japanese,Business Bay,Dubai,3,12,6,0,1,1,4,04-11-2024
DM-104445,Restaurant 4445,Filipino,JLT,Dubai,7,15,7,0,0,0,1,22-10-2024
DM-104446,Restaurant 4446,French,Silicon Oasis,Dubai,6,2,2,0,0,0,1,13-05-2024
DM-104447,Restaurant 4447,French,Business Bay,Dubai,7,7,3,0,1,1,1,13-03-2024
DM-104448,Restaurant 4448,American,Silicon Oasis,Dubai,1,11,8,0,1,1,3,14-03-2024
DM-104449,Restaurant 4449,Pakistani,Deira,Dubai,12,4,3,1,2,1,5,25-11-2024
DM-104450,Restaurant 4450,Italian,Bur Dubai,Dubai,1,3,2,0,0,0,2,29-02-2024
DM-104451,Restaurant 4451,Chinese,Marina,Dubai,4,3,2,0,0,0,1,23-04-2023
DM-104452,Restaurant 4452,Japanese,Silicon Oasis,Dubai,2,3,2,0,1,1,3,02-05-2023
DM-104453,Restaurant 4453,Arabic,Business Bay,Dubai,5,13,4,1,1,1,1,02-02-2024
DM-104454,Restaurant 4454,Japanese,Al Barsha,Dubai,12,3,2,1,1,1,3,17-02-2026
DM-104455,Restaurant 4455,Chinese,Jumeirah,Dubai,2,4,3,0,0,0,4,18-12-2023
DM-104456,Restaurant 4456,Chinese,Bur Dubai,Dubai,2,8,4,0,0,0,3,06-02-2026
DM-104457,Restaurant 4457,Italian,Deira,Dubai,6,10,9,0,1,1,3,28-06-2025
DM-104458,Restaurant 4458,French,Marina,Dubai,10,11,2,1,1,1,2,16-08-2023
DM-104459,Restaurant 4459,French,Downtown,Dubai,9,7,0,1,1,1,2,26-04-2025
DM-104460,Restaurant 4460,American,Silicon Oasis,Dubai,9,7,6,1,2,1,1,22-05-2024
DM-104461,Restaurant 4461,French,Jumeirah,Dubai,11,3,1,0,0,0,1,22-09-2024
DM-104462,Restaurant 4462,Mexican,Silicon Oasis,Dubai,9,3,0,0,1,1,4,19-12-2025
DM-104463,Restaurant 4463,Italian,Business Bay,Dubai,7,8,7,1,2,1,4,31-12-2024
DM-104464,Restaurant 4464,Pakistani,JLT,Dubai,11,3,3,1,0,0,3,16-04-2023
DM-104465,Restaurant 4465,Italian,Marina,Dubai,1,14,0,0,0,0,2,08-12-2024
DM-104466,Restaurant 4466,Persian,Al Barsha,Dubai,9,3,1,1,2,1,3,11-12-2024
DM-104467,Restaurant 4467,Thai,Marina,Dubai,1,6,1,0,0,0,4,01-03-2023
DM-104468,Restaurant 4468,Italian,JLT,Dubai,3,5,1,0,0,0,1,15-02-2023
DM-104469,Restaurant 4469,Turkish,JLT,Dubai,6,1,0,1,2,1,2,05-08-2023
DM-104470,Restaurant 4470,Pakistani,Deira,Dubai,6,9,6,1,0,0,2,04-05-2025
DM-104471,Restaurant 4471,Turkish,Silicon Oasis,Dubai,11,12,1,0,1,1,4,05-09-2025
DM-104472,Restaurant 4472,Lebanese,Al Barsha,Dubai,3,3,2,0,1,1,5,26-03-2024
DM-104473,Restaurant 4473,Thai,Al Barsha,Dubai,2,11,6,0,1,1,2,14-06-2025
DM-104474,Restaurant 4474,Arabic,Al Barsha,Dubai,2,10,0,0,1,1,4,26-12-2025
DM-104475,Restaurant 4475,Arabic,Jumeirah,Dubai,12,4,3,0,0,0,1,11-01-2026
DM-104476,Restaurant 4476,American,Jumeirah,Dubai,1,11,0,0,1,1,2,26-05-2023
DM-104477,Restaurant 4477,Mexican,Jumeirah,Dubai,1,10,6,0,1,1,5,07-09-2025
DM-104478,Restaurant 4478,Italian,Silicon Oasis,Dubai,12,9,2,1,2,1,5,05-07-2024
DM-104479,Restaurant 4479,French,JLT,Dubai,4,1,0,1,0,0,4,01-01-2023
DM-104480,Restaurant 4480,Lebanese,Bur Dubai,Dubai,9,3,0,0,0,0,1,27-11-2024
DM-104481,Restaurant 4481,Arabic,Al Barsha,Dubai,2,2,1,0,0,0,2,10-02-2024
DM-104482,Restaurant 4482,Japanese,Jumeirah,Dubai,2,7,2,0,0,0,5,10-09-2025
DM-104483,Restaurant 4483,Chinese,Bur Dubai,Dubai,7,6,6,1,2,1,4,05-08-2024
DM-104484,Restaurant 4484,Lebanese,DIFC,Dubai,3,6,2,0,1,1,1,25-02-2024
DM-104485,Restaurant 4485,Thai,DIFC,Dubai,3,6,1,0,1,1,5,27-11-2024
DM-104486,Restaurant 4486,Filipino,JLT,Dubai,7,12,8,1,1,1,2,28-07-2024
DM-104487,Restaurant 4487,Turkish,Business Bay,Dubai,12,4,0,0,1,1,5,24-11-2024
DM-104488,Restaurant 4488,Korean,Downtown,Dubai,10,6,3,1,0,0,2,28-03-2023
DM-104489,Restaurant 4489,Turkish,Jumeirah,Dubai,10,9,2,0,1,1,5,06-04-2023
DM-104490,Restaurant 4490,Filipino,Silicon Oasis,Dubai,2,4,1,0,0,0,4,09-09-2024
DM-104491,Restaurant 4491,Turkish,Deira,Dubai,6,5,2,1,1,1,5,07-06-2023
DM-104492,Restaurant 4492,Arabic,Bur Dubai,Dubai,1,13,1,0,1,1,2,29-03-2025
DM-104493,Restaurant 4493,American,Business Bay,Dubai,2,12,7,0,1,1,1,21-04-2023
DM-104494,Restaurant 4494,Korean,Business Bay,Dubai,6,2,0,0,1,1,1,17-04-2023
DM-104495,Restaurant 4495,Mexican,Bur Dubai,Dubai,11,4,3,1,0,0,4,11-01-2023
DM-104496,Restaurant 4496,Italian,Marina,Dubai,4,13,7,1,1,1,1,09-02-2023
DM-104497,Restaurant 4497,Filipino,Business Bay,Dubai,6,1,1,0,0,0,5,20-10-2025
DM-104498,Restaurant 4498,Mexican,Silicon Oasis,Dubai,8,8,2,0,1,1,5,10-11-2023
DM-104499,Restaurant 4499,Persian,Bur Dubai,Dubai,5,12,10,0,0,0,1,07-09-2023
DM-104500,Restaurant 4500,Turkish,Al Barsha,Dubai,9,10,3,0,0,0,2,22-05-2025
DM-104501,Restaurant 4501,Italian,Al Barsha,Dubai,4,9,9,1,0,0,4,11-04-2024
DM-104502,Restaurant 4502,Lebanese,Deira,Dubai,9,12,11,1,0,0,2,10-09-2024
DM-104503,Restaurant 4503,Arabic,Jumeirah,Dubai,2,0,0,0,0,0,5,20-07-2025
DM-104504,Restaurant 4504,Filipino,Jumeirah,Dubai,1,4,3,0,0,0,4,06-02-2023
DM-104505,Restaurant 4505,Arabic,Marina,Dubai,8,4,3,1,0,0,2,11-03-2025
DM-104506,Restaurant 4506,Japanese,Bur Dubai,Dubai,10,7,2,0,1,1,5,27-11-2023
DM-104507,Restaurant 4507,Pakistani,JLT,Dubai,11,11,11,1,0,0,3,24-12-2025
DM-104508,Restaurant 4508,Indian,Silicon Oasis,Dubai,2,15,4,0,0,0,5,29-07-2023
DM-104509,Restaurant 4509,Filipino,DIFC,Dubai,11,9,4,0,0,0,5,08-01-2025
DM-104510,Restaurant 4510,Turkish,Al Barsha,Dubai,12,7,2,1,2,1,1,15-09-2024
DM-104511,Restaurant 4511,Chinese,Marina,Dubai,10,10,2,0,1,1,4,07-01-2023
DM-104512,Restaurant 4512,Mexican,DIFC,Dubai,9,7,4,0,1,1,5,19-07-2025
DM-104513,Restaurant 4513,Mexican,Deira,Dubai,5,0,0,1,2,1,4,06-10-2024
DM-104514,Restaurant 4514,Thai,DIFC,Dubai,9,0,0,1,0,0,4,28-06-2025
DM-104515,Restaurant 4515,French,Silicon Oasis,Dubai,10,1,1,0,1,1,3,09-12-2025
DM-104516,Restaurant 4516,Thai,Downtown,Dubai,4,3,0,1,0,0,1,07-03-2023
DM-104517,Restaurant 4517,Japanese,DIFC,Dubai,6,10,8,0,0,0,1,15-04-2024
DM-104518,Restaurant 4518,Lebanese,DIFC,Dubai,7,5,5,1,2,1,2,21-02-2023
DM-104519,Restaurant 4519,Japanese,DIFC,Dubai,8,9,3,0,0,0,4,23-08-2023
DM-104520,Restaurant 4520,American,Al Barsha,Dubai,11,1,0,0,0,0,1,01-05-2023
DM-104521,Restaurant 4521,Mexican,Silicon Oasis,Dubai,10,4,4,0,1,1,5,13-01-2025
DM-104522,Restaurant 4522,Arabic,Downtown,Dubai,4,11,3,1,1,1,4,03-02-2025
DM-104523,Restaurant 4523,Pakistani,Al Barsha,Dubai,3,15,4,0,1,1,2,07-09-2025
DM-104524,Restaurant 4524,French,DIFC,Dubai,12,9,6,1,0,0,5,09-03-2024
DM-104525,Restaurant 4525,Lebanese,Bur Dubai,Dubai,9,4,0,0,0,0,2,11-03-2024
DM-104526,Restaurant 4526,Thai,Jumeirah,Dubai,4,1,0,0,1,1,1,02-04-2025
DM-104527,Restaurant 4527,Persian,Marina,Dubai,12,13,2,0,1,1,2,19-05-2024
DM-104528,Restaurant 4528,Lebanese,Deira,Dubai,7,15,14,1,1,1,2,24-01-2026
DM-104529,Restaurant 4529,Pakistani,DIFC,Dubai,2,10,9,0,0,0,1,10-07-2025
DM-104530,Restaurant 4530,Italian,Bur Dubai,Dubai,3,9,0,0,0,0,3,15-01-2023
DM-104531,Restaurant 4531,Lebanese,Marina,Dubai,12,6,3,0,1,1,4,04-01-2025
DM-104532,Restaurant 4532,Pakistani,Marina,Dubai,7,3,1,0,0,0,5,21-07-2024
DM-104533,Restaurant 4533,Chinese,Jumeirah,Dubai,8,10,10,1,1,1,2,04-02-2024
DM-104534,Restaurant 4534,Thai,JLT,Dubai,10,1,0,1,2,1,1,28-02-2023
DM-104535,Restaurant 4535,Chinese,Marina,Dubai,5,4,3,1,0,0,4,28-10-2023
DM-104536,Restaurant 4536,Korean,DIFC,Dubai,12,4,0,0,0,0,2,30-10-2024
DM-104537,Restaurant 4537,Italian,Silicon Oasis,Dubai,9,6,0,1,2,1,4,07-08-2025
DM-104538,Restaurant 4538,Persian,Downtown,Dubai,12,15,12,0,0,0,2,02-07-2025
DM-104539,Restaurant 4539,Turkish,Business Bay,Dubai,6,3,1,1,2,1,1,23-09-2025
DM-104540,Restaurant 4540,Chinese,Jumeirah,Dubai,6,9,2,1,1,1,5,18-11-2024
DM-104541,Restaurant 4541,Turkish,Downtown,Dubai,8,5,3,0,0,0,4,31-05-2024
DM-104542,Restaurant 4542,French,Al Barsha,Dubai,11,5,5,1,1,1,5,07-08-2025
DM-104543,Restaurant 4543,Filipino,Deira,Dubai,12,2,2,1,1,1,5,07-09-2023
DM-104544,Restaurant 4544,Japanese,Marina,Dubai,11,3,3,0,1,1,2,04-11-2023
DM-104545,Restaurant 4545,French,Jumeirah,Dubai,1,4,3,0,1,1,2,25-06-2024
DM-104546,Restaurant 4546,Turkish,JLT,Dubai,1,14,14,0,1,1,5,05-06-2024
DM-104547,Restaurant 4547,Chinese,Silicon Oasis,Dubai,11,2,1,1,2,1,3,02-07-2025
DM-104548,Restaurant 4548,Thai,Bur Dubai,Dubai,2,15,10,0,0,0,2,17-02-2025
DM-104549,Restaurant 4549,Lebanese,Al Barsha,Dubai,10,1,1,0,1,1,2,14-10-2023
DM-104550,Restaurant 4550,Chinese,Bur Dubai,Dubai,11,1,1,1,1,1,5,11-02-2023
DM-104551,Restaurant 4551,Turkish,JLT,Dubai,3,10,5,0,0,0,1,16-10-2024
DM-104552,Restaurant 4552,Persian,Al Barsha,Dubai,7,5,2,0,1,1,1,19-05-2024
DM-104553,Restaurant 4553,Italian,Bur Dubai,Dubai,9,14,5,1,1,1,3,19-10-2023
DM-104554,Restaurant 4554,Arabic,Downtown,Dubai,2,15,1,0,0,0,5,20-05-2025
DM-104555,Restaurant 4555,Turkish,Silicon Oasis,Dubai,10,4,3,0,1,1,3,04-05-2024
DM-104556,Restaurant 4556,American,Bur Dubai,Dubai,10,3,3,0,0,0,2,12-08-2024
DM-104557,Restaurant 4557,Indian,Marina,Dubai,8,3,2,0,1,1,2,15-05-2024
DM-104558,Restaurant 4558,American,Al Barsha,Dubai,11,6,3,0,0,0,2,10-09-2025
DM-104559,Restaurant 4559,Lebanese,DIFC,Dubai,4,4,3,0,0,0,5,03-02-2025
DM-104560,Restaurant 4560,Mexican,Downtown,Dubai,11,8,1,1,1,1,4,25-02-2023
DM-104561,Restaurant 4561,Persian,Bur Dubai,Dubai,10,10,9,1,2,1,1,06-07-2025
DM-104562,Restaurant 4562,Chinese,DIFC,Dubai,7,9,5,0,0,0,4,07-09-2025
DM-104563,Restaurant 4563,Arabic,DIFC,Dubai,7,14,10,0,1,1,3,04-02-2023
DM-104564,Restaurant 4564,Mexican,Deira,Dubai,4,12,7,0,1,1,3,10-09-2025
DM-104565,Restaurant 4565,Pakistani,Bur Dubai,Dubai,7,3,2,0,1,1,4,18-09-2023
DM-104566,Restaurant 4566,Turkish,Deira,Dubai,3,3,2,0,0,0,5,06-10-2025
DM-104567,Restaurant 4567,Japanese,JLT,Dubai,6,1,1,1,1,1,1,02-07-2024
DM-104568,Restaurant 4568,Japanese,Bur Dubai,Dubai,7,0,0,0,0,0,4,15-10-2023
DM-104569,Restaurant 4569,French,Downtown,Dubai,9,3,3,0,1,1,2,05-10-2024
DM-104570,Restaurant 4570,Mexican,Marina,Dubai,5,14,5,1,1,1,5,31-01-2024
DM-104571,Restaurant 4571,Japanese,JLT,Dubai,11,1,0,1,0,0,1,22-03-2025
DM-104572,Restaurant 4572,American,Silicon Oasis,Dubai,9,10,7,1,0,0,5,10-12-2024
DM-104573,Restaurant 4573,Filipino,DIFC,Dubai,6,15,5,1,2,1,5,21-01-2026
DM-104574,Restaurant 4574,Turkish,Bur Dubai,Dubai,8,5,2,0,0,0,5,03-03-2023
DM-104575,Restaurant 4575,Italian,Deira,Dubai,6,11,9,1,2,1,5,12-10-2023
DM-104576,Restaurant 4576,Korean,Downtown,Dubai,6,9,4,0,0,0,4,03-11-2023
DM-104577,Restaurant 4577,American,DIFC,Dubai,6,10,7,0,0,0,3,20-04-2023
DM-104578,Restaurant 4578,Turkish,Silicon Oasis,Dubai,10,9,3,0,0,0,5,18-07-2024
DM-104579,Restaurant 4579,Mexican,JLT,Dubai,2,10,9,0,1,1,5,11-03-2023
DM-104580,Restaurant 4580,Thai,DIFC,Dubai,12,8,8,0,0,0,3,03-12-2024
DM-104581,Restaurant 4581,Thai,Business Bay,Dubai,2,5,5,0,0,0,3,06-04-2025
DM-104582,Restaurant 4582,Mexican,Downtown,Dubai,9,14,10,0,1,1,2,29-01-2023
DM-104583,Restaurant 4583,Lebanese,Jumeirah,Dubai,12,15,9,1,1,1,4,24-09-2025
DM-104584,Restaurant 4584,Arabic,Jumeirah,Dubai,11,3,0,1,2,1,2,03-02-2026
DM-104585,Restaurant 4585,Thai,Al Barsha,Dubai,9,1,0,1,1,1,2,27-04-2023
DM-104586,Restaurant 4586,Italian,Jumeirah,Dubai,7,7,3,1,1,1,4,04-12-2023
DM-104587,Restaurant 4587,Indian,Bur Dubai,Dubai,6,8,1,0,0,0,3,29-01-2026
DM-104588,Restaurant 4588,Persian,Deira,Dubai,4,12,3,1,1,1,4,15-06-2025
DM-104589,Restaurant 4589,Japanese,Jumeirah,Dubai,11,13,8,0,0,0,1,20-07-2023
DM-104590,Restaurant 4590,Filipino,Business Bay,Dubai,3,9,9,0,0,0,4,20-02-2025
DM-104591,Restaurant 4591,Chinese,DIFC,Dubai,8,2,0,1,2,1,5,10-10-2024
DM-104592,Restaurant 4592,Persian,Jumeirah,Dubai,11,10,5,0,0,0,3,10-02-2024
DM-104593,Restaurant 4593,Lebanese,Business Bay,Dubai,1,11,4,0,1,1,1,02-03-2024
DM-104594,Restaurant 4594,Mexican,Jumeirah,Dubai,12,9,9,1,1,1,4,28-03-2023
DM-104595,Restaurant 4595,Japanese,Silicon Oasis,Dubai,1,4,3,0,1,1,3,07-08-2025
DM-104596,Restaurant 4596,French,Al Barsha,Dubai,11,10,0,1,0,0,2,25-12-2024
DM-104597,Restaurant 4597,Thai,DIFC,Dubai,6,15,14,0,1,1,4,16-08-2025
DM-104598,Restaurant 4598,Turkish,Jumeirah,Dubai,7,3,3,0,0,0,1,13-08-2024
DM-104599,Restaurant 4599,Thai,JLT,Dubai,10,7,5,1,2,1,2,13-11-2025
DM-104600,Restaurant 4600,Japanese,Deira,Dubai,7,1,1,0,1,1,5,15-08-2024
DM-104601,Restaurant 4601,Filipino,Marina,Dubai,3,4,1,0,0,0,4,25-07-2025
DM-104602,Restaurant 4602,Indian,Al Barsha,Dubai,8,3,1,1,1,1,3,26-03-2023
DM-104603,Restaurant 4603,Pakistani,DIFC,Dubai,5,5,0,1,2,1,2,25-04-2024
DM-104604,Restaurant 4604,Lebanese,Silicon Oasis,Dubai,3,2,1,0,0,0,5,07-07-2024
DM-104605,Restaurant 4605,Italian,Jumeirah,Dubai,7,10,0,0,1,1,3,30-07-2023
DM-104606,Restaurant 4606,Arabic,JLT,Dubai,6,14,1,1,2,1,3,06-09-2025
DM-104607,Restaurant 4607,Italian,Silicon Oasis,Dubai,1,1,1,0,1,1,5,25-11-2025
DM-104608,Restaurant 4608,Persian,Deira,Dubai,4,0,0,0,0,0,4,21-03-2025
DM-104609,Restaurant 4609,American,Al Barsha,Dubai,4,14,2,0,1,1,2,21-01-2023
DM-104610,Restaurant 4610,Filipino,Deira,Dubai,7,0,0,0,0,0,2,30-11-2023
DM-104611,Restaurant 4611,Filipino,Marina,Dubai,3,11,8,0,1,1,5,24-02-2024
DM-104612,Restaurant 4612,Lebanese,Business Bay,Dubai,9,7,5,1,0,0,5,01-01-2025
DM-104613,Restaurant 4613,Korean,Downtown,Dubai,6,5,0,1,2,1,2,07-06-2024
DM-104614,Restaurant 4614,Italian,Al Barsha,Dubai,10,5,4,1,2,1,3,18-10-2024
DM-104615,Restaurant 4615,Korean,Al Barsha,Dubai,4,2,2,1,2,1,4,09-12-2024
DM-104616,Restaurant 4616,Japanese,Al Barsha,Dubai,6,7,2,0,0,0,5,19-09-2025
DM-104617,Restaurant 4617,Indian,Downtown,Dubai,10,15,13,1,1,1,1,14-05-2023
DM-104618,Restaurant 4618,Turkish,Silicon Oasis,Dubai,10,6,0,1,1,1,5,19-06-2024
DM-104619,Restaurant 4619,Thai,Business Bay,Dubai,8,12,9,1,0,0,2,30-01-2025
DM-104620,Restaurant 4620,Italian,DIFC,Dubai,5,15,4,1,0,0,4,25-05-2025
DM-104621,Restaurant 4621,Mexican,Deira,Dubai,11,12,8,1,2,1,2,02-01-2026
DM-104622,Restaurant 4622,Persian,Silicon Oasis,Dubai,8,9,4,1,0,0,5,13-07-2024
DM-104623,Restaurant 4623,Pakistani,Marina,Dubai,1,2,2,0,0,0,4,02-05-2025
DM-104624,Restaurant 4624,Japanese,Deira,Dubai,3,4,1,0,1,1,4,09-02-2023
DM-104625,Restaurant 4625,Lebanese,Jumeirah,Dubai,9,7,6,1,1,1,3,11-03-2023
DM-104626,Restaurant 4626,Turkish,Bur Dubai,Dubai,11,6,1,0,0,0,1,20-08-2024
DM-104627,Restaurant 4627,French,JLT,Dubai,12,2,1,1,0,0,4,04-02-2026
DM-104628,Restaurant 4628,Mexican,Al Barsha,Dubai,1,7,3,0,1,1,3,06-04-2024
DM-104629,Restaurant 4629,Persian,Marina,Dubai,7,10,2,0,0,0,4,19-10-2023
DM-104630,Restaurant 4630,Japanese,Marina,Dubai,4,13,5,0,1,1,4,21-06-2024
DM-104631,Restaurant 4631,Persian,Marina,Dubai,11,10,6,1,2,1,1,09-01-2024
DM-104632,Restaurant 4632,Turkish,Marina,Dubai,5,15,2,0,0,0,3,22-09-2024
DM-104633,Restaurant 4633,French,Marina,Dubai,7,1,0,1,1,1,1,11-08-2025
DM-104634,Restaurant 4634,Japanese,Business Bay,Dubai,10,0,0,1,2,1,3,24-10-2024
DM-104635,Restaurant 4635,Persian,Bur Dubai,Dubai,7,14,6,1,2,1,3,05-10-2025
DM-104636,Restaurant 4636,Indian,Downtown,Dubai,8,13,12,1,0,0,1,11-01-2023
DM-104637,Restaurant 4637,Mexican,Marina,Dubai,10,8,6,0,0,0,5,18-06-2023
DM-104638,Restaurant 4638,American,Jumeirah,Dubai,1,4,4,0,1,1,1,22-02-2025
DM-104639,Restaurant 4639,French,Jumeirah,Dubai,5,11,9,0,0,0,1,14-03-2025
DM-104640,Restaurant 4640,Arabic,Al Barsha,Dubai,4,8,4,0,0,0,2,29-06-2023
